Latitude,Longitude,MedInc
35.31,-120.84,2.8493
34.71,-120.46,4.9292
32.96,-117.26,10.1768
34.06,-118.03,2.1453
37.74,-122.49,3.8333
34.06,-118.26,2.345
34.11,-117.66,5.0681
33.66,-117.91,4.0341
37.35,-121.98,3.5491
38.75,-120.7,2.9
33.99,-118.31,2.2339
34.02,-118.25,2.1957
32.73,-117.14,4.0
34.07,-117.92,9.7066
34.65,-120.45,2.0
39.31,-122.17,2.5625
36.34,-119.87,2.9167
40.41,-120.64,1.5066
37.77,-122.18,2.2768
38.44,-122.71,1.7
37.25,-121.94,5.2894
38.51,-121.42,1.9423
37.66,-120.9,2.9783
36.05,-119.12,2.1477
33.65,-116.9,2.1071
38.34,-120.71,4.4531
32.91,-117.13,4.0
33.71,-117.93,4.1366
37.13,-120.26,2.0278
33.86,-117.91,2.4732
34.04,-118.36,2.3214
34.69,-118.15,3.25
38.93,-119.97,3.1806
37.64,-122.45,6.2498
34.14,-117.23,2.5625
36.32,-119.27,4.7723
34.2,-118.32,6.9909
36.96,-121.97,2.5610000000000004
37.79,-122.24,2.2542
38.62,-121.33,2.2574
34.14,-117.66,7.0844
38.49,-121.49,2.6613
34.06,-118.2,2.1136
36.14,-121.2,3.9647
34.19,-118.56,4.433
38.19,-122.29,4.7472
34.62,-119.06,2.2222
38.11,-122.24,4.775
32.9,-117.09,6.2715
37.76,-122.49,4.3281
38.96,-122.62,2.0577
33.11,-117.08,2.5331
34.09,-117.63,2.8977
37.93,-122.34,1.4423
34.21,-118.54,2.875
34.16,-118.37,2.7231
37.74,-120.93,2.3023
32.77,-117.07,3.5446
37.25,-118.45,3.0817
36.96,-120.07,2.2898
38.0,-122.32,4.0437
32.82,-115.37,1.9375
37.91,-122.27,6.3669
33.67,-117.77,4.5094
37.45,-122.17,4.4531
38.68,-121.37,2.5542
34.17,-118.13,3.6094
34.26,-118.42,2.1062
37.8,-121.2,4.0972
34.11,-118.15,3.7895
37.29,-121.98,3.2287
33.95,-118.02,4.2917
37.7,-122.48,3.049
40.45,-122.31,2.0469
37.26,-121.89,5.8479
33.78,-118.08,6.9324
39.78,-121.63,2.6823
37.93,-122.32,3.9464
34.1,-118.08,3.0819
37.49,-121.93,3.5714
34.53,-117.98,4.0945
37.68,-122.11,2.5772
33.73,-117.83,3.5387
38.1,-122.21,3.8029
33.94,-118.32,4.0536
33.09,-116.66,1.5909
33.74,-117.89,4.6875
37.45,-122.12,2.0096
34.45,-119.78,4.2109
37.76,-122.19,1.2083
37.59,-120.95,1.8929
37.44,-122.2,15.0001
37.36,-121.95,3.5625
34.18,-118.32,3.0179
34.08,-117.99,3.5625
34.01,-118.42,3.099
35.13,-117.95,4.25
37.94,-121.28,1.9375
37.8,-122.41,2.75
37.55,-122.0,4.1591
34.2,-118.58,5.1463
37.39,-122.25,10.6514
33.91,-117.94,5.6441
37.74,-122.17,3.0298
38.28,-122.0,4.962
37.18,-121.84,8.3837
35.33,-119.01,1.5429
33.72,-117.88,3.89
37.74,-122.42,3.4583
33.86,-118.01,3.4306
34.1,-116.43,2.4828
33.75,-117.79,9.3845
34.05,-118.3,1.2786
33.94,-117.34,7.4141
37.73,-120.91,2.4063
34.01,-118.12,1.9867
32.77,-117.11,3.6705
34.0,-117.37,3.025
32.91,-117.14,3.7837
33.77,-118.17,3.0153
34.06,-118.15,3.505
33.88,-118.37,5.9619
37.33,-121.9,4.226
34.04,-118.15,2.1944
38.34,-122.4,3.5781
38.09,-121.3,2.0694
37.97,-121.99,6.2135
37.69,-122.49,4.5
32.67,-117.11,1.7961
38.0,-122.27,5.8418
33.84,-117.84,5.0629
37.77,-122.48,3.8899
34.11,-117.58,4.7547
37.88,-122.17,7.6917
37.78,-122.19,3.22
38.94,-119.98,4.0417
32.9,-117.12,2.8588
34.45,-116.51,1.3811
33.98,-118.31,1.825
33.99,-118.41,1.1985
37.69,-121.02,3.5208
37.48,-122.21,2.8482
34.4,-119.91,6.0992
39.47,-122.1,2.4917
33.84,-117.86,3.0087
38.43,-122.73,2.1864
32.83,-117.1,4.3783
37.79,-122.23,2.9357
34.01,-117.45,2.76
33.96,-118.45,5.723
34.29,-119.3,2.3669
37.35,-122.02,5.8779
34.22,-118.23,5.9771
39.16,-121.56,2.9647
34.19,-118.52,3.8516
37.87,-122.29,3.875
37.69,-120.98,5.5684
32.74,-117.15,2.2578
33.9,-118.03,5.3184
36.57,-119.6,2.5556
35.64,-117.67,6.1935
33.82,-117.89,4.8906
33.95,-118.11,6.7501
34.12,-117.88,5.1708
39.26,-123.18,3.788
36.96,-122.03,3.5938
34.03,-117.67,4.7056
37.69,-122.13,2.875
33.93,-118.29,2.2778
33.93,-118.33,3.2862
33.61,-117.67,5.7871
34.0,-118.25,1.6382
38.42,-122.89,5.1512
33.99,-118.47,2.5938
34.01,-117.14,7.2972
37.45,-122.16,7.5418
37.25,-121.93,6.0358
38.01,-121.79,3.1728
38.62,-121.43,2.0639
39.92,-122.17,1.9038
33.62,-117.72,2.7634
33.82,-117.78,9.1808
34.27,-119.22,3.2158
37.45,-121.89,4.75
39.15,-121.62,3.0962
33.96,-117.4,3.575
34.18,-119.17,2.9118
37.75,-122.43,4.0568
37.78,-122.43,2.6392
33.83,-117.11,3.8036
33.52,-114.57,2.0833
34.09,-117.85,6.4667
34.0,-118.47,2.2880000000000003
34.42,-119.88,3.6304
33.76,-117.91,3.8506
33.88,-117.59,2.4387
34.13,-118.2,3.5349
38.02,-121.36,4.1719
33.22,-117.23,2.0246
37.55,-122.29,4.39
34.13,-118.22,3.3542
38.11,-122.57,3.4705
37.58,-121.98,3.6832
34.1,-117.46,2.5833
37.75,-121.43,3.1333
38.65,-120.93,4.5568
33.86,-117.81,3.5625
34.08,-118.32,2.4196
32.75,-117.09,1.6034
34.19,-118.56,4.8125
37.19,-121.59,15.0001
38.68,-121.37,3.5429
34.07,-117.69,3.8586
33.43,-114.73,0.8964
34.12,-118.19,2.7012
41.66,-122.26,2.1607
36.61,-119.46,3.625
33.18,-117.28,6.2096
37.74,-121.95,6.3325
33.98,-118.06,3.3562
35.03,-117.68,3.4338
34.14,-117.68,6.9532
37.8,-122.4,4.775
36.35,-119.37,5.3767
32.8,-117.05,6.4797
34.21,-118.44,3.2448
38.58,-122.72,5.0555
37.63,-122.46,5.0479
32.97,-117.04,4.5746
34.12,-118.15,3.8529
32.74,-117.12,3.79
39.18,-121.16,3.1042
38.89,-122.83,3.4514
33.97,-118.25,1.7708
37.98,-121.72,5.0468
38.4,-121.22,4.6989
34.11,-117.39,4.8889
34.21,-118.2,6.7571
33.99,-118.33,2.8542
38.52,-121.43,1.3927
32.73,-117.04,3.2717
33.7,-117.95,5.343
36.56,-121.92,2.7039
34.13,-118.37,8.5677
33.93,-118.28,0.4999
35.99,-120.12,2.25
33.98,-118.18,2.1836
32.97,-115.52,1.975
32.86,-117.23,3.045
34.07,-118.31,2.3105
37.43,-121.91,4.8304
38.03,-121.88,4.1111
37.74,-121.44,3.1319
33.95,-118.29,1.6029
34.02,-118.16,2.5313
34.43,-119.69,2.875
33.67,-117.38,2.2423
34.05,-118.22,1.2
33.85,-118.01,4.6326
33.77,-116.47,4.4107
38.17,-122.25,4.2955
33.99,-117.97,5.7268
33.96,-118.01,5.3054
39.39,-120.74,1.3523
37.52,-121.97,5.0824
34.07,-117.66,2.9474
37.72,-122.24,7.611000000000001
34.27,-118.38,2.8214
38.25,-122.03,3.1389
32.68,-117.18,3.25
33.97,-118.1,2.9821
34.08,-118.12,3.2344
34.44,-117.35,3.1821
32.76,-117.15,2.6518
32.68,-117.04,4.375
36.83,-119.83,6.9903
37.59,-120.59,5.6945
34.42,-119.71,2.925
35.43,-119.09,4.8571
37.4,-121.86,6.5226
33.99,-118.3,1.9853
39.17,-122.9,2.575
34.07,-118.13,3.085
38.48,-122.66,4.2051
34.17,-118.25,5.1242
37.72,-122.14,2.983
33.84,-117.88,3.5893
33.22,-117.23,1.808
34.04,-118.37,2.25
33.94,-118.01,4.2708
37.36,-122.07,7.5
34.27,-118.49,4.58
33.73,-117.9,4.1
37.33,-121.98,5.9567
34.07,-118.17,3.4952
33.73,-118.31,4.2059
35.91,-120.51,5.3245
37.8,-122.29,2.6094
33.65,-117.9,4.4135
34.2,-117.35,4.4367
37.59,-122.37,3.4412
34.18,-118.43,2.6364
37.79,-122.45,3.7188
33.76,-118.12,7.0796
37.51,-121.96,4.4107
33.61,-117.7,3.6484
37.8,-122.25,2.1429
37.26,-121.84,5.0509
37.67,-122.42,5.1205
34.16,-118.15,1.6887
32.72,-117.16,1.2668
37.92,-121.28,2.4412
32.72,-117.13,1.901
34.05,-118.28,1.4615
33.6,-117.75,4.9
34.08,-117.64,2.4464
35.38,-118.96,3.6734
38.54,-121.45,1.7891
38.69,-121.78,2.6774
34.1,-118.18,4.975
32.62,-117.05,4.2851
34.18,-118.14,3.9688
37.99,-122.54,7.3521
38.36,-122.0,3.3438
33.9,-118.29,1.7714
36.61,-121.84,2.5663
32.79,-115.56,1.1707
33.73,-118.3,3.5694
33.92,-117.46,3.5208
36.71,-119.55,1.9076
37.8,-122.41,5.4378
34.1,-118.23,2.712
33.74,-116.41,3.3639
38.62,-121.36,3.0580000000000003
37.76,-122.5,3.3393
37.67,-121.01,3.0721
32.76,-117.19,5.7914
37.75,-122.13,4.975
36.74,-119.77,3.3125
37.7,-122.12,2.679
36.87,-122.05,3.8269
36.81,-121.69,4.5272
34.21,-118.23,3.4148
37.72,-122.46,3.3208
33.07,-117.2,5.9289
39.71,-121.89,3.7007
34.13,-118.16,7.723
34.27,-118.68,5.477
37.75,-122.41,3.7813
37.8,-121.23,2.2254
37.78,-122.23,1.4844
36.99,-121.54,3.2614
37.61,-120.96,1.9444
34.0,-118.26,1.9208
39.03,-121.06,3.8417
39.13,-121.54,1.3375
38.31,-120.55,1.625
37.76,-122.42,2.5403
33.88,-118.17,3.0893
39.25,-121.71,4.0
37.12,-121.63,2.4821
37.3,-121.9,5.0360000000000005
34.1,-118.36,2.9760000000000004
32.79,-117.03,4.2992
34.08,-117.42,3.4844
33.63,-116.92,2.8125
34.08,-118.32,4.1429
33.61,-117.92,10.3048
34.46,-119.26,4.0074
37.69,-122.49,4.9375
34.06,-117.24,3.2604
33.92,-118.21,2.5833
38.65,-121.27,5.2949
34.02,-118.26,1.3134
37.6,-122.09,2.9706
37.71,-122.47,3.5
34.04,-118.04,3.0
37.57,-120.98,2.6406
38.55,-121.4,5.0
33.48,-117.7,6.3088
34.09,-118.38,3.5659
34.05,-118.15,3.5089
33.76,-117.85,2.8828
37.48,-122.17,5.9629
33.72,-117.77,7.8139
37.64,-121.92,5.1406
33.96,-118.21,2.1389
34.13,-117.88,4.0023
37.82,-122.27,1.2475
34.11,-118.02,3.8029
34.25,-118.48,5.1619
38.82,-121.14,5.07
37.86,-122.25,3.0417
38.26,-121.51,1.6458
37.73,-122.41,4.0642
36.96,-121.99,4.7321
34.17,-119.19,4.2583
37.29,-121.9,7.8575
39.17,-120.1,1.7083
35.34,-119.08,5.4449
38.23,-122.61,2.9871
35.37,-118.97,1.7197
35.2,-118.83,2.1357
40.93,-124.11,2.7639
33.77,-118.18,1.5
33.79,-118.05,3.2465
38.73,-121.28,5.419
33.76,-118.0,3.0625
35.38,-118.95,3.725
34.27,-118.41,2.9219
38.92,-120.0,3.5
36.2,-119.08,2.4554
37.77,-122.44,5.1788
38.67,-121.28,5.4797
38.74,-121.28,4.05
37.69,-122.16,3.7813
38.04,-120.3,3.2875
33.0,-117.24,7.5975
32.6,-117.07,1.9267
39.42,-123.85,1.7574
34.3,-118.71,6.3199
37.53,-121.96,4.9615
38.96,-122.64,1.7273
33.83,-118.11,4.2703
33.71,-117.86,3.375
35.39,-118.98,1.1875
32.75,-117.24,2.79
34.88,-120.41,3.5288
33.95,-118.36,4.1635
32.76,-117.18,4.7396
38.05,-121.27,3.4107
32.77,-117.05,1.8899
33.94,-117.53,4.2263
37.71,-122.16,4.5553
38.57,-121.45,5.1169
37.56,-122.35,14.4219
38.48,-122.72,6.0298
34.09,-118.08,3.7222
33.01,-117.06,3.5192
34.1,-118.23,2.1687
38.34,-122.44,1.9487
34.18,-118.96,6.1306
33.79,-117.87,4.192
33.57,-117.71,4.045
34.09,-117.71,4.1739
34.43,-119.69,2.5104
40.86,-124.08,1.1157
38.14,-122.24,3.724
33.94,-117.56,7.0215
33.98,-118.36,4.4038
33.63,-117.86,5.3099
37.5,-119.8,3.1771
36.75,-119.77,1.7083
36.22,-119.34,3.0905
37.38,-121.82,6.8462
34.17,-118.41,3.875
34.11,-118.3,6.9391
33.99,-118.29,1.5846
34.02,-118.35,1.4589
34.07,-118.2,2.2708
33.85,-118.0,4.0455
37.68,-122.09,2.8322
34.19,-118.49,3.1667
34.12,-118.15,3.8427
33.83,-117.96,6.3214
33.6,-117.91,5.1048
32.81,-117.09,5.5673
36.61,-121.92,3.1543
38.02,-120.31,3.8203
38.07,-122.41,6.0433
34.1,-118.07,3.4375
34.21,-118.56,3.7313
37.95,-122.52,7.8904
32.86,-116.91,2.5365
33.67,-117.82,2.5197
34.19,-118.36,4.1445
33.97,-118.22,4.0609
34.01,-117.98,5.7057
38.63,-121.5,3.1944
34.22,-118.45,2.0699
37.79,-122.25,2.1
34.07,-117.47,1.5972
37.62,-122.04,4.2857
36.35,-119.28,3.1111
37.76,-122.43,4.75
34.09,-117.94,2.1062
37.8,-122.42,2.0987
34.07,-118.26,2.625
33.82,-118.0,4.5294
34.0,-118.24,1.7132
33.95,-118.38,2.5833
33.62,-117.93,5.6315
37.42,-122.13,3.5364
37.79,-122.21,2.4167
33.52,-116.96,4.125
36.3,-119.29,5.3495
33.83,-117.98,3.2823
37.43,-122.19,6.6136
34.12,-118.31,8.0073
33.78,-118.23,2.5588
37.3,-121.89,5.3955
33.87,-118.4,5.2276
33.97,-118.3,2.1221
32.8,-117.12,3.8125
36.83,-119.78,2.3667
34.44,-119.72,6.3997
34.23,-118.61,6.1419
37.61,-120.76,3.2604
33.94,-118.29,1.6716
33.76,-118.27,3.125
33.67,-117.81,4.6019
34.05,-118.19,2.7708
38.36,-121.98,2.1067
33.78,-117.23,1.9767
32.84,-117.28,2.9306
37.83,-121.2,4.4423
32.82,-116.95,2.9161
38.26,-122.73,4.385
36.8,-119.74,2.4678
38.89,-121.3,3.4706
34.27,-118.68,4.0568
38.34,-121.99,4.0433
32.7,-117.14,1.9338
37.32,-121.89,2.8864
33.87,-118.33,6.4891
33.94,-118.01,4.9191
34.05,-118.36,3.0833
34.02,-118.49,3.1635
38.63,-121.24,7.2582
37.38,-122.21,11.3176
36.49,-118.96,1.742
33.79,-117.95,5.6935
32.75,-116.97,4.7973
36.41,-118.86,3.0391
37.57,-122.3,4.7917
38.85,-121.67,1.7417
33.74,-118.1,4.6528
33.97,-118.39,6.5778
38.93,-121.08,2.4278
32.81,-115.37,1.7604
37.97,-122.27,6.0666
34.1,-117.3,2.5625
33.98,-118.05,2.0147
38.46,-122.65,4.0647
37.99,-121.31,1.3729
34.06,-117.91,5.112
37.35,-121.89,2.925
37.81,-122.27,0.977
40.56,-122.35,1.9
40.62,-122.4,3.1439
33.2,-117.37,2.0272
37.83,-122.19,6.8538
33.98,-118.03,2.7578
33.83,-117.9,3.8456
37.78,-122.45,4.0
39.36,-121.7,1.91
34.12,-117.91,4.1944
37.77,-122.44,2.0161
33.92,-117.25,4.1482
37.37,-122.03,4.6957
32.75,-117.08,1.2347
34.12,-117.27,1.462
34.02,-117.91,3.2799
34.18,-118.54,3.9632
32.75,-117.23,2.4779
37.68,-121.02,3.5489
34.23,-118.48,4.5484
36.82,-119.72,1.9483
39.15,-120.06,1.1912
36.74,-120.04,1.6168
37.8,-122.26,1.6929
33.76,-116.57,3.1364
37.71,-122.45,4.3846
32.79,-117.19,3.8571
33.19,-115.46,1.0
35.37,-120.84,2.5552
33.01,-116.99,7.7517
33.33,-116.05,1.7292
36.73,-119.76,1.8723
37.52,-122.26,3.0833
33.95,-118.3,3.1346
34.04,-117.33,2.5187
37.9,-122.2,10.3416
33.77,-118.13,4.6852
33.83,-117.97,4.0185
38.46,-122.66,2.6023
35.77,-119.24,1.7813
33.98,-118.21,3.2788
39.14,-122.7,3.3929
33.86,-118.14,5.0106
34.47,-119.81,7.4734
33.94,-118.3,2.5679
34.11,-117.35,3.0833
33.98,-118.17,3.0938
34.08,-117.41,3.5655
33.61,-117.89,6.0247
33.91,-118.15,4.0313
38.15,-121.29,4.8787
33.96,-118.12,6.0723
32.8,-117.25,2.5813
33.72,-118.3,3.3397
37.28,-121.94,5.0822
33.67,-117.81,6.3767
37.49,-122.23,2.3333
34.0,-118.48,3.6121
34.05,-118.44,4.4674
37.41,-121.86,5.5073
36.98,-121.83,4.3321
38.67,-121.37,2.2723
33.78,-117.81,5.7934
33.99,-118.45,4.5673
35.13,-120.63,1.7878
33.84,-118.11,4.625
33.64,-117.88,8.5574
37.6,-122.41,6.3719
37.7,-122.12,2.9922
33.91,-117.57,5.3735
37.55,-122.26,5.9572
33.92,-117.97,3.0
37.68,-121.77,4.6806
37.57,-122.05,6.1047
36.73,-119.81,2.2206
33.71,-117.77,8.1111
33.94,-117.44,3.9118
32.68,-117.1,1.7802
32.63,-117.06,4.2204
33.64,-117.72,2.2969
33.88,-118.22,2.125
34.06,-118.46,4.2554
34.11,-118.28,5.4122
38.02,-122.02,4.8693
37.89,-122.16,8.7589
38.49,-121.54,5.1442
37.75,-121.94,6.6204
33.78,-118.17,1.918
33.41,-117.59,5.1298
32.81,-117.21,5.5413
33.99,-118.34,1.675
36.25,-119.4,2.3
34.25,-118.25,4.9355
33.96,-118.29,1.3096
39.75,-121.63,1.8616
33.74,-117.83,3.0382
33.88,-117.82,7.0526
33.46,-117.67,5.3999
34.15,-118.6,6.14
33.66,-117.59,6.0722
36.61,-119.54,1.4937
34.12,-118.17,2.9154
33.87,-117.5,5.0493
37.57,-121.97,4.6146
35.34,-119.05,2.6637
36.62,-119.5,2.2206
38.36,-122.7,4.221
33.92,-118.09,4.6976
40.78,-122.93,2.3667
37.7,-122.47,4.5341
33.99,-118.26,1.8242
33.73,-117.85,2.4539
34.05,-118.46,3.7721
33.98,-118.35,3.1194
38.61,-121.33,2.7079
36.76,-119.78,1.75
38.34,-121.96,3.89
33.76,-117.97,4.0508
33.86,-117.99,3.0252
33.89,-118.11,3.2069
38.83,-120.87,2.8562
37.81,-122.28,1.5208
34.07,-117.64,2.837
37.4,-122.1,3.4868
34.08,-118.27,3.2386
33.91,-118.32,5.7528
37.91,-122.31,2.7628
37.93,-121.66,4.7426
33.05,-117.24,5.3129
35.32,-119.04,1.2
37.47,-121.14,2.8833
37.8,-122.44,3.9856
33.2,-117.23,3.5109
38.34,-121.92,6.1112
37.4,-122.1,4.3077
40.57,-123.96,2.3167
38.11,-122.65,5.5524
34.41,-119.71,2.6538
34.11,-118.23,5.5051
38.66,-121.19,6.1185
38.61,-121.43,1.3696
33.88,-116.53,4.6855
34.18,-118.46,4.5081
34.29,-118.71,5.2067
38.26,-122.03,2.9576
37.96,-121.3,1.7788
33.02,-117.28,4.2356
37.96,-121.3,3.6591
34.23,-118.6,3.2564
34.13,-117.69,7.9627
41.11,-123.63,1.4911
37.41,-121.85,6.6842
37.92,-122.07,4.4312
34.14,-118.22,5.5291
33.65,-117.92,3.184
34.18,-118.28,5.3185
33.75,-118.28,1.8393
33.95,-118.37,2.8438
39.13,-121.61,1.4727
38.56,-121.32,4.5766
34.04,-118.17,1.625
32.71,-117.11,1.7
38.89,-121.08,2.6701
33.19,-117.22,2.7019
36.74,-119.81,1.5625
33.94,-118.14,2.9205
37.58,-122.34,3.8413
33.62,-117.71,5.8898
37.78,-122.22,1.4886
39.22,-121.64,3.8611
32.95,-117.05,3.9531
34.02,-118.31,1.3187
37.66,-120.97,3.5395
36.8,-121.64,4.5812
38.57,-121.46,2.0549
37.72,-122.44,3.4605
34.18,-118.41,4.375
37.35,-121.96,5.2019
34.1,-117.41,3.1287
34.12,-118.01,4.5491
33.89,-118.16,2.1859
33.73,-117.02,1.9476
37.97,-121.2,6.0582
38.11,-121.23,3.6312
37.55,-121.99,2.9074
34.04,-117.96,3.1591
33.97,-118.04,2.6082
34.05,-117.74,2.1354
33.64,-117.93,2.7143
37.98,-122.03,1.3894
37.8,-121.2,3.7546
37.72,-122.44,4.3125
37.82,-122.25,3.0233
33.81,-118.13,4.325
38.41,-122.84,4.125
37.95,-121.27,1.7212
34.05,-118.26,4.0972
37.38,-122.05,3.5649
33.72,-117.98,6.0494
33.81,-117.99,4.1667
37.01,-121.57,2.0625
33.93,-118.42,4.9286
38.0,-121.34,4.0444
33.65,-117.86,5.4284
37.58,-122.51,2.2375
34.18,-118.41,4.7171
37.7,-120.64,1.8958
34.0,-118.3,2.0
32.93,-115.88,4.0208
34.66,-117.5,2.0184
38.11,-122.25,2.6133
41.73,-124.22,1.7038
32.64,-116.2,1.4648
38.61,-121.53,3.6788
37.69,-121.82,4.9375
37.89,-122.29,3.1375
33.79,-118.09,6.6312
34.13,-117.99,2.9605
33.64,-117.69,5.7559
39.86,-122.23,1.8375
33.79,-118.2,3.0135
33.99,-118.28,1.275
32.68,-117.06,2.85
36.48,-119.45,3.1719
34.03,-118.35,2.2273
34.04,-118.35,2.4635
33.79,-117.88,5.1418
34.1,-118.23,2.2788
40.02,-122.06,2.3043
38.86,-120.04,3.7891
34.02,-118.3,1.2446
33.92,-118.41,4.5729
34.08,-117.73,3.8438
33.83,-118.24,4.8438
39.53,-121.56,1.5771
41.7,-122.92,2.3571
36.7,-121.65,3.0827
33.9,-118.01,4.6094
37.69,-120.97,3.4667
34.1,-118.3,1.7083
36.84,-119.77,3.2569
37.8,-122.24,2.2697
33.82,-118.36,5.7765
34.26,-118.31,5.76
37.89,-122.02,7.5
36.8,-119.76,2.2094
39.15,-123.1,3.8333
38.02,-122.14,2.0523
34.08,-118.36,1.9937
37.68,-122.15,4.2841
38.59,-121.32,2.5035
34.23,-118.37,3.6
37.84,-122.3,4.0018
37.8,-122.25,1.6121
34.14,-117.2,3.1513
41.72,-122.65,1.8533
38.91,-120.1,1.875
33.99,-118.23,2.1912
33.6,-117.88,8.8742
39.86,-121.59,2.8657
33.85,-117.58,5.2861
40.88,-123.98,2.6923
38.16,-122.26,4.0337
34.06,-118.43,7.2675
37.29,-121.95,3.4505
33.85,-117.89,3.875
33.84,-117.98,4.6042
37.8,-122.23,3.1603
34.04,-117.46,4.2429
35.38,-119.01,1.4427
38.54,-121.73,1.0633
34.97,-120.54,1.8185
34.23,-118.66,6.1288
34.21,-118.85,3.4773
38.33,-122.71,3.6953
38.56,-121.49,3.6729
34.03,-118.2,1.925
32.74,-117.24,5.5289
40.42,-122.25,2.8611
39.25,-121.18,4.3646
33.89,-117.03,3.125
37.31,-121.99,5.7833
32.81,-116.91,5.4834
37.48,-120.96,2.9844
33.96,-118.27,1.0208
38.95,-121.11,1.8238
38.48,-123.01,1.3712
34.33,-118.43,5.901
37.74,-121.43,1.725
36.86,-121.42,2.6818
32.76,-115.56,4.4821
38.61,-121.4,4.1488
38.25,-121.3,2.5727
33.76,-116.99,2.1722
33.86,-117.96,4.2937
34.13,-118.26,2.6673
33.74,-118.28,1.5394
33.77,-118.03,5.635
34.89,-114.65,1.6991
41.15,-122.68,3.631
38.0,-122.09,5.2015
38.47,-122.66,4.75
32.61,-117.06,2.0571
34.2,-118.44,2.7375
38.48,-122.87,3.5085
34.04,-118.33,2.5927
34.1,-118.31,1.625
34.01,-118.29,2.3942
34.27,-119.28,3.0089
37.39,-122.01,5.6447
35.28,-120.69,2.2847
33.94,-118.22,2.6538
36.04,-120.14,2.9708
37.34,-121.92,3.6389
35.19,-120.81,3.7635
37.0,-121.86,5.502999999999999
37.27,-121.86,5.6139
32.71,-117.14,1.8456
33.13,-117.05,2.3762
32.69,-117.12,2.0673
33.96,-116.51,1.4665
33.74,-118.04,5.3559
37.8,-122.42,4.3472
32.78,-116.97,4.7943
32.69,-117.04,3.5437
36.64,-119.89,2.975
36.97,-121.59,5.7396
35.27,-120.65,2.6208
38.75,-121.18,4.7941
34.41,-117.31,1.5288
37.54,-122.27,7.3644
37.32,-120.5,2.75
34.14,-118.1,3.5804
36.31,-119.78,3.1667
32.8,-116.92,3.5586
33.78,-118.16,2.127
34.65,-118.14,4.6591
33.79,-117.84,2.378
37.26,-121.83,5.5875
34.05,-118.25,0.8131
33.89,-118.1,3.5865
38.7,-121.47,3.625
34.02,-117.9,5.0704
34.29,-118.7,6.1834
32.93,-117.14,4.2109
34.23,-119.03,5.2773
39.76,-121.62,1.7788
33.55,-117.8,4.1304
33.55,-117.69,6.0743
37.21,-121.95,10.0187
40.07,-123.41,0.8362
35.37,-118.94,2.875
38.68,-121.25,4.9688
37.95,-122.36,2.7714
33.69,-117.8,6.8219
39.01,-120.06,4.0714
32.68,-117.06,2.0959
36.96,-120.05,1.4267
38.54,-121.47,1.4138
32.71,-117.06,3.8687
33.21,-117.27,4.4531
39.83,-121.58,2.2419
37.48,-122.2,1.9844
37.44,-122.14,6.6756
34.01,-118.31,1.8214
33.71,-118.14,5.1815
37.99,-120.38,2.3571
34.21,-118.37,3.7455
33.91,-118.08,2.8608
37.31,-121.89,3.3682
37.71,-122.19,5.5461
36.51,-119.56,1.6635
37.35,-121.89,3.2083
39.13,-121.56,1.5085
36.76,-119.85,1.8214
37.28,-121.92,7.9819
37.37,-118.45,4.337
33.93,-116.9,2.2321
39.34,-121.67,2.6607
33.84,-118.23,5.3307
34.07,-118.22,2.0133
33.85,-117.93,1.9621
33.17,-117.06,4.4477
34.18,-118.23,6.207000000000001
37.37,-122.1,8.3924
33.61,-117.74,3.7422
34.01,-118.29,1.0539
33.65,-117.59,4.5022
34.17,-118.57,3.1875
33.17,-117.1,5.4819
34.23,-118.55,2.8727
34.23,-118.83,8.7288
33.64,-116.11,2.0871
33.78,-118.16,3.1739
34.24,-118.4,4.775
38.58,-121.47,2.6976
38.64,-121.44,1.125
33.89,-117.91,7.875
34.27,-118.42,3.3214
33.65,-117.83,3.7875
33.79,-118.14,3.4833
38.36,-122.69,2.4827
34.04,-118.39,5.5951
34.75,-120.18,3.7958
35.37,-118.98,1.1638
32.74,-117.1,2.3641
37.99,-121.81,5.1435
34.22,-118.46,2.6299
37.34,-121.83,4.087
38.27,-122.04,3.1853
34.24,-118.94,8.9063
34.35,-119.08,3.2757
33.88,-118.34,3.2589
34.01,-118.46,5.6428
33.63,-117.73,5.5137
33.17,-117.3,4.1807
33.9,-118.12,4.125
38.68,-121.35,3.5403
32.82,-117.18,4.5625
36.57,-121.92,4.174
38.73,-121.2,7.7499
34.14,-116.76,0.536
36.77,-121.75,3.2937
32.73,-117.25,4.5938
34.09,-118.07,4.0987
33.76,-118.31,6.5704
37.86,-122.25,1.7652
33.87,-117.99,3.0147
36.97,-122.04,5.2128
39.77,-121.61,2.963
33.75,-118.3,4.2308
33.98,-118.28,1.9564
37.95,-122.33,3.7708
33.72,-117.99,4.2875
37.4,-121.87,6.9584
37.51,-120.84,3.8958
34.14,-117.95,3.0380000000000003
38.54,-121.72,3.1908
39.0,-121.44,2.4167
34.22,-118.46,2.8710000000000004
32.74,-117.21,2.2982
33.95,-117.55,5.9333
33.83,-117.95,5.0599
38.0,-122.27,6.1576
36.8,-119.75,2.3333
32.58,-117.12,3.0217
32.79,-117.09,4.0982
34.14,-117.9,3.3043
37.5,-121.04,3.1875
38.51,-122.47,3.4904
33.79,-117.81,3.75
39.01,-122.75,3.4187
32.66,-117.11,1.625
36.16,-121.39,3.0526
38.33,-122.31,3.6042
37.79,-122.22,2.7969
39.74,-121.83,2.575
33.87,-118.34,3.6988
33.98,-118.07,3.2093
